"filename", "language", "Swift", "XML", "JSON", "C++", "YAML", "Properties", "Groovy", "Dart", "Markdown", "HTML", "comment", "blank", "total"
"/Users/ramidmour/development/flutter_calory_calculator/lib/pages/login_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 4, 140
"/Users/ramidmour/development/flutter_calory_calculator/lib/pages/measurements_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"/Users/ramidmour/development/flutter_calory_calculator/lib/pages/profile_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 3, 16
"/Users/ramidmour/development/flutter_calory_calculator/lib/pages/profiles_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 3, 75
"/Users/ramidmour/development/flutter_calory_calculator/lib/pages/registration_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 3, 114
"/Users/ramidmour/development/flutter_calory_calculator/lib/pages/splash_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 3, 33
"/Users/ramidmour/development/flutter_calory_calculator/lib/theme/colors.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 2, 17
"/Users/ramidmour/development/flutter_calory_calculator/lib/utills/hex_color.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 2, 3, 19
"/Users/ramidmour/development/flutter_calory_calculator/lib/utills/pagination.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ramidmour/development/flutter_calory_calculator/lib/utills/supabase.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 4
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/background_wrapper.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 3, 29
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 3, 51
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/chart.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 5, 42
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/create_product_dialog.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 7, 147
